epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,933.18,0.94633,0.69343,0.9472,0.60026,0.70568,0.62462,0.35841,1.72068,1.45014,1.17772,0.000757013,0.000757013,0.000757013
97,942.761,0.95776,0.69402,0.94781,0.61527,0.62795,0.61412,0.35098,1.73887,1.60386,1.19294,0.000749939,0.000749939,0.000749939
98,952.302,0.94984,0.699,0.94806,0.62277,0.64441,0.60862,0.34289,1.72623,1.56087,1.16882,0.000742866,0.000742866,0.000742866
99,961.815,0.93982,0.6803,0.94816,0.60205,0.67057,0.62897,0.36425,1.74483,1.53434,1.19405,0.000735792,0.000735792,0.000735792
100,971.431,0.9459,0.67098,0.94662,0.61696,0.59775,0.62886,0.36953,1.72489,1.54759,1.17481,0.000728719,0.000728719,0.000728719
101,981.035,0.93638,0.65303,0.94232,0.52157,0.63415,0.54983,0.30881,1.75962,1.7901,1.18125,0.000721645,0.000721645,0.000721645
102,990.534,0.95172,0.66991,0.94586,0.59288,0.64392,0.61292,0.35906,1.68469,1.5513,1.16354,0.000714571,0.000714571,0.000714571
103,1000.18,0.92706,0.64139,0.94267,0.62375,0.61586,0.59383,0.34739,1.7202,1.58711,1.16961,0.000707498,0.000707498,0.000707498
104,1009.64,0.93348,0.66033,0.94353,0.61156,0.63888,0.60095,0.3533,1.74092,1.52626,1.18123,0.000700424,0.000700424,0.000700424
105,1019.1,0.92333,0.63991,0.94131,0.62912,0.63765,0.62608,0.3658,1.75732,1.44382,1.19615,0.000693351,0.000693351,0.000693351
106,1028.6,0.93374,0.64764,0.94279,0.65006,0.66177,0.62884,0.35712,1.7416,1.45688,1.17264,0.000686277,0.000686277,0.000686277
107,1037.99,0.91851,0.64264,0.93455,0.66398,0.63903,0.63265,0.36344,1.7818,1.51478,1.20269,0.000679204,0.000679204,0.000679204
108,1047.53,0.93657,0.65054,0.93953,0.615,0.64032,0.60382,0.34414,1.76027,1.64161,1.19834,0.00067213,0.00067213,0.00067213
109,1056.99,0.90927,0.62225,0.93553,0.64949,0.59021,0.58805,0.33746,1.79306,1.59016,1.20604,0.000665057,0.000665057,0.000665057
110,1066.5,0.91621,0.63454,0.93271,0.58766,0.63216,0.55671,0.31359,1.791,1.59474,1.21512,0.000657983,0.000657983,0.000657983
111,1076.35,0.90636,0.62916,0.93377,0.59852,0.65723,0.58396,0.3414,1.78067,1.55125,1.21477,0.000650909,0.000650909,0.000650909
112,1085.84,0.90805,0.62466,0.93527,0.60436,0.66221,0.63495,0.35985,1.74455,1.53077,1.19335,0.000643836,0.000643836,0.000643836
113,1095.35,0.90597,0.61954,0.93525,0.55737,0.68253,0.58039,0.33584,1.72505,1.62445,1.17563,0.000636762,0.000636762,0.000636762
114,1105.11,0.88817,0.6184,0.92576,0.60926,0.65308,0.60595,0.35009,1.72696,1.50345,1.15604,0.000629689,0.000629689,0.000629689
115,1114.53,0.89623,0.61837,0.92757,0.56371,0.64338,0.60793,0.3471,1.75497,1.55997,1.18015,0.000622615,0.000622615,0.000622615
116,1123.95,0.89607,0.61751,0.93132,0.63292,0.5901,0.58057,0.33714,1.76704,1.55332,1.1832,0.000615542,0.000615542,0.000615542
117,1133.34,0.89392,0.60497,0.92854,0.5974,0.69377,0.60543,0.34284,1.74355,1.52364,1.17276,0.000608468,0.000608468,0.000608468
118,1142.69,0.89157,0.60834,0.92294,0.6403,0.63729,0.61423,0.35633,1.72494,1.5226,1.18038,0.000601395,0.000601395,0.000601395
119,1152.32,0.88652,0.6013,0.92279,0.55476,0.56322,0.50052,0.2807,1.81683,2.02824,1.22518,0.000594321,0.000594321,0.000594321
120,1161.66,0.88646,0.604,0.92723,0.61861,0.61415,0.58384,0.33886,1.76381,1.63049,1.18701,0.000587248,0.000587248,0.000587248
121,1171.1,0.88316,0.59301,0.9227,0.61903,0.63648,0.60709,0.33959,1.75562,1.54543,1.20479,0.000580174,0.000580174,0.000580174
122,1180.57,0.87545,0.58892,0.92206,0.60562,0.61942,0.5835,0.33299,1.73571,1.57443,1.19188,0.0005731,0.0005731,0.0005731
123,1190.17,0.87166,0.57488,0.92163,0.57464,0.67631,0.61203,0.35003,1.77596,1.54662,1.20802,0.000566027,0.000566027,0.000566027
124,1199.78,0.87693,0.59147,0.92148,0.57691,0.71927,0.62647,0.35882,1.75527,1.48078,1.20665,0.000558953,0.000558953,0.000558953
